S,0,1,2,3,4,5,6,7,8,9,10
8932,0,1,1,3,3,4,4,4,4,3,4
8933,0,1,2,2,3,4,4,4,3,3,2
8934,0,1,2,3,3,3,3,4,4,3,3
8935,0,1,1,2,3,4,5,5,5,4,4
8936,0,1,2,3,4,4,5,5,4,4,4
8937,0,1,1,2,3,4,5,4,4,3,3
8938,0,1,1,3,3,4,4,4,4,3,3
8939,0,1,2,3,4,5,4,4,3,3,1
8940,0,1,2,3,4,4,5,5,5,5,5
8941,0,1,1,2,3,4,3,4,4,3,2
8942,0,1,1,2,3,4,4,4,4,4,3
8943,0,1,2,3,3,4,4,5,5,4,5
8944,0,1,1,3,3,4,4,4,4,4,4
8945,0,1,2,3,3,4,4,4,5,4,4
8946,0,1,1,1,2,3,4,4,3,2,2
8947,0,1,2,3,3,3,4,4,4,3,3
8948,0,1,1,1,2,1,1,0,0,0,0
8949,0,1,1,2,2,3,4,3,4,3,3
8950,0,1,1,2,3,4,4,3,3,3,3
8951,0,1,2,2,3,3,3,4,3,3,2
8952,0,1,2,3,4,4,4,4,4,4,4
8953,0,1,1,2,3,3,3,3,2,2,2
8954,0,1,1,2,2,3,3,2,1,1,1
8955,0,1,1,1,1,2,3,3,3,1,1
8956,0,1,1,2,2,3,4,4,4,4,4
8957,0,1,1,2,3,3,4,4,4,3,3
8958,0,1,1,3,4,4,5,5,5,4,4
8959,0,1,1,3,3,4,4,4,4,3,3
8960,0,1,1,1,2,3,4,3,3,3,3
8961,0,1,1,1,2,2,3,3,3,2,3
8962,0,1,2,2,3,4,4,3,3,3,2
8963,0,1,1,3,4,4,5,4,5,4,4
8964,0,1,2,3,3,4,3,3,3,2,2
8965,0,1,1,2,3,3,4,4,3,3,3
8966,0,1,2,4,4,4,4,4,3,3,3
8967,0,1,1,1,2,2,3,3,3,3,3
8968,0,1,3,4,4,4,5,4,4,3,3
8969,0,1,2,3,3,3,3,3,3,2,2
8970,0,1,2,2,3,3,3,3,3,3,3
8971,0,1,1,2,3,4,4,4,3,3,3
8972,0,1,1,2,3,3,4,4,4,3,3
8973,0,1,1,3,3,4,4,4,4,2,2
8974,0,1,1,3,3,3,4,4,4,3,3
8975,0,1,1,3,3,4,4,4,3,3,4
8976,0,1,1,1,2,2,3,3,3,3,2
8977,0,1,1,2,2,3,4,3,3,3,3
8978,0,1,1,2,3,4,3,3,3,3,2
8979,0,1,1,1,2,3,4,4,4,3,2
8980,0,1,1,3,4,4,4,4,4,4,4
8981,0,1,1,3,4,4,4,4,4,4,3
8982,0,1,1,1,1,1,2,2,1,1,1
8983,0,1,1,2,2,3,4,3,3,3,3
8984,0,1,1,1,1,2,2,2,3,1,2
8985,0,1,1,1,2,3,3,3,2,1,1
8986,0,1,1,3,4,3,3,3,3,3,1
8987,0,1,2,3,3,4,4,4,4,4,4
8988,0,1,1,3,4,3,4,4,4,4,4
8989,0,1,1,3,4,4,4,4,4,4,4
8990,0,1,2,4,4,4,5,5,5,5,5
8991,0,1,2,4,4,4,5,5,4,4,4
8992,0,1,1,2,3,3,3,3,3,2,2
8993,0,1,1,2,3,3,3,4,4,3,3
8994,0,1,1,2,3,4,5,5,5,5,4
8995,0,1,1,2,3,3,3,3,3,2,1
8996,0,1,1,1,1,0,0,0,0,0,0
8997,0,1,1,2,3,3,3,3,3,2,2
8998,0,1,1,3,3,3,3,3,3,3,3
8999,0,1,2,3,3,4,4,4,4,4,4
9000,0,1,1,2,3,4,4,3,2,2,1
9001,0,1,2,3,3,4,4,4,4,4,4
9002,0,1,1,2,3,4,4,4,4,3,4
9003,0,1,2,3,3,4,4,4,5,4,4
9004,0,1,0,1,1,2,3,3,2,2,2
9005,0,1,1,2,3,3,4,5,5,4,4
9006,0,1,2,3,4,4,4,4,4,4,4
9007,0,1,1,1,1,1,2,2,2,3,2
9008,0,1,2,3,4,4,5,4,4,3,3
9009,0,1,2,3,4,4,4,4,4,4,4
9010,0,1,1,2,2,3,3,3,4,3,3
9011,0,1,2,3,3,4,5,4,4,4,3
9012,0,1,3,3,4,4,4,4,4,4,3
9013,0,1,2,2,3,3,4,4,3,3,3
9014,0,1,2,3,4,4,5,5,5,4,3
9015,0,1,2,3,3,4,4,4,4,3,4
9016,0,1,1,2,3,2,3,3,3,3,3
9017,0,1,2,3,3,4,4,4,4,4,4
9018,0,1,1,3,3,3,4,2,3,3,2
9019,0,1,3,4,4,4,5,4,4,4,4
9020,0,1,1,2,3,4,4,5,4,4,3
9021,0,1,1,2,2,3,3,3,3,2,1
9022,0,1,2,3,4,5,5,5,5,4,3
9023,0,1,2,3,3,3,3,3,3,3,2
9024,0,1,1,2,3,3,3,4,4,4,4
9025,0,1,2,3,4,4,4,4,4,3,4
9026,0,1,2,2,2,4,4,4,4,4,3
9027,0,1,1,2,3,3,3,3,2,1,1
9028,0,1,1,3,3,3,4,4,4,4,3
9029,0,1,2,3,3,4,4,4,3,2,1
9030,0,1,1,3,3,3,3,3,2,1,0
9031,0,1,1,2,3,4,4,4,3,3,3
9032,0,1,2,2,3,3,4,3,3,2,2
9033,0,1,1,1,2,3,3,4,3,3,2
9034,0,1,1,2,3,3,4,3,3,3,1
9035,0,1,1,1,3,3,3,4,4,3,3
9036,0,1,2,3,3,4,4,4,4,3,3
9037,0,1,1,1,1,3,3,3,3,3,3
9038,0,1,1,2,3,4,4,4,3,3,3
9039,0,1,1,1,2,3,3,3,3,2,3
9040,0,1,2,3,4,4,4,4,4,4,4
9041,0,1,2,2,2,2,3,3,3,2,1
9042,0,1,2,3,3,4,5,4,4,4,3
9043,0,1,1,3,3,2,3,3,2,2,1
9044,0,1,1,2,2,3,3,3,3,2,1
9045,0,1,1,1,2,2,3,3,3,3,3
9046,0,1,1,1,3,4,5,5,5,5,4
9047,0,1,1,2,2,3,3,2,1,1,1
9048,0,1,1,1,1,1,1,1,1,1,1
9049,0,1,2,3,4,4,4,4,4,4,3
9050,0,1,2,2,3,3,4,4,4,4,3
9051,0,1,1,1,1,2,1,1,0,0,0
9052,0,1,1,2,2,3,3,4,4,3,2
9053,0,1,1,2,3,3,4,4,4,3,3
9054,0,1,1,1,3,4,4,4,4,4,4
9055,0,1,2,3,4,5,5,5,4,4,4
9056,0,1,1,2,2,3,3,3,3,3,2
9057,0,1,2,2,2,3,3,3,3,3,3
9058,0,1,1,3,3,4,4,4,4,4,5
9059,0,1,1,1,2,3,3,3,2,2,1
9060,0,1,1,3,3,3,4,4,4,4,3
9061,0,1,1,1,2,2,2,2,1,1,1
9062,0,1,1,1,2,3,3,3,2,2,2
9063,0,1,1,2,3,4,4,4,3,3,3
9064,0,1,1,2,3,3,4,4,3,3,2
9065,0,1,1,2,2,3,4,4,4,4,4
9066,0,1,1,1,2,2,3,3,3,2,1
9067,0,1,1,2,2,2,2,2,2,1,0
9068,0,1,2,3,3,3,4,4,4,3,4
9069,0,1,2,2,3,4,4,4,4,4,3
9070,0,1,1,2,1,2,3,2,1,1,1
9071,0,1,1,2,2,3,3,3,3,3,2
9072,0,1,1,2,3,4,4,4,3,3,3
9073,0,1,1,3,3,4,4,4,4,4,3
9074,0,1,1,1,1,2,3,3,3,3,4
9075,0,1,1,2,3,3,4,4,4,4,3
9076,0,1,1,3,3,4,4,4,4,4,4
9077,0,1,1,2,1,2,2,2,2,1,1
9078,0,1,1,1,2,3,3,3,3,3,3
9079,0,1,1,2,3,3,4,4,4,4,3
9080,0,1,1,2,3,4,4,4,4,3,2
9081,0,1,1,3,4,3,4,4,4,3,2
9082,0,1,1,3,3,3,3,3,3,3,4
9083,0,1,1,1,2,2,3,2,1,1,1
9084,0,1,1,3,4,3,4,4,4,3,3
9085,0,1,1,2,3,3,4,4,3,3,3
9086,0,1,2,3,4,4,4,3,4,3,2
9087,0,1,2,3,4,4,4,4,4,4,4
9088,0,1,1,2,2,3,4,3,3,2,2
9089,0,1,2,3,3,4,4,3,2,1,2
9090,0,1,1,1,3,4,4,4,4,4,4
9091,0,1,2,3,4,4,4,4,4,3,2
9092,0,1,1,2,3,4,5,4,4,5,5
9093,0,1,3,4,4,5,5,5,5,5,5
9094,0,1,1,1,2,4,4,4,4,3,3
9095,0,1,1,3,4,4,4,4,4,3,3
9096,0,1,2,3,4,4,4,3,3,3,2
9097,0,1,1,2,3,3,3,4,3,3,3
9098,0,1,1,3,3,4,4,4,3,2,1
9099,0,1,1,2,3,3,4,4,4,4,4
9100,0,1,1,1,2,2,3,4,4,3,3
9101,0,1,1,3,3,3,4,4,4,3,4
9102,0,1,0,1,2,3,4,3,3,2,3
9103,0,1,1,2,2,2,3,2,2,2,2
9104,0,1,1,1,1,3,3,3,3,2,2
9105,0,1,1,3,3,3,4,3,4,3,3
9106,0,1,2,3,3,3,4,4,4,3,2
9107,0,1,1,1,1,2,2,3,3,2,2
9108,0,1,1,3,4,4,4,3,3,3,3
9109,0,1,1,1,2,2,3,3,3,3,3
9110,0,1,1,1,1,1,2,2,2,1,1
9111,0,1,1,3,3,3,3,3,3,3,1
9112,0,1,2,3,2,3,4,4,4,3,3
9113,0,1,1,2,2,2,2,2,2,2,1
9114,0,1,2,3,3,4,4,4,4,4,2
9115,0,1,1,2,3,3,4,4,3,3,2
9116,0,1,2,3,3,3,3,3,3,2,2
9117,0,1,1,2,3,4,4,4,4,4,4
9118,0,1,1,2,2,2,3,1,1,1,1
9119,0,1,1,2,3,3,4,4,4,4,4
9120,0,1,2,3,2,2,2,3,3,3,2
9121,0,1,1,1,2,2,3,2,3,2,1
9122,0,1,1,2,3,3,4,4,3,3,2
9123,0,1,1,2,3,3,4,3,3,3,3
9124,0,1,1,2,2,3,3,3,2,2,2
9125,0,1,2,4,4,4,4,4,4,4,3
9126,0,1,1,2,3,2,2,1,1,1,1
9127,0,1,1,2,3,3,4,4,4,4,4
9128,0,1,2,3,3,3,3,3,3,2,1
9129,0,1,1,1,3,3,3,3,3,3,3
9130,0,1,2,3,3,3,4,3,3,3,3
9131,0,1,1,3,3,3,4,3,3,3,3
9132,0,1,1,2,3,3,3,2,1,1,1
9133,0,1,1,3,3,4,4,4,4,4,4
9134,0,1,1,1,2,3,2,2,2,2,2
9135,0,1,1,1,2,2,2,1,1,1,0
9136,0,1,1,3,3,4,4,4,3,3,3
9137,0,1,1,1,2,3,4,4,4,4,3
9138,0,1,2,3,3,3,4,3,3,3,3
9139,0,1,2,3,3,4,4,4,3,2,2
9140,0,1,1,3,4,4,4,4,4,3,3
9141,0,1,1,3,3,5,5,5,5,5,4
9142,0,1,1,2,3,4,3,3,3,3,2
9143,0,1,1,3,3,4,4,4,4,3,3
9144,0,1,1,2,3,4,4,3,2,2,1
9145,0,1,2,2,4,4,4,4,3,3,3
9146,0,1,1,1,3,3,3,3,2,3,2
9147,0,1,1,1,2,3,3,3,3,2,2
9148,0,1,1,1,2,3,3,3,3,3,3
9149,0,1,1,1,2,3,4,3,3,2,2
9150,0,1,1,2,3,4,4,4,4,3,2
9151,0,1,1,2,3,4,5,4,4,3,3
9152,0,1,1,2,2,3,4,4,4,4,3
9153,0,1,1,2,3,3,4,4,4,4,3
9154,0,1,1,2,3,3,4,4,4,3,3
9155,0,1,1,2,2,3,3,3,4,4,4
9156,0,1,1,3,4,4,5,5,5,4,4
9157,0,1,1,3,4,4,5,5,4,4,4
9158,0,1,2,2,3,4,4,4,4,4,3
9159,0,1,1,1,1,2,2,2,2,2,1
9160,0,1,2,2,2,1,1,1,1,0,0
9161,0,1,1,3,4,4,4,4,4,3,4
9162,0,1,1,1,2,3,4,3,3,3,3
9163,0,1,2,3,3,4,4,4,3,2,3
9164,0,1,2,2,3,3,3,3,3,3,3
9165,0,1,1,3,4,4,4,5,4,4,3
9166,0,1,2,2,3,3,4,4,4,3,3
9167,0,1,1,2,2,2,2,2,1,1,1
9168,0,1,1,2,2,3,3,4,4,4,4
9169,0,1,1,1,2,3,4,4,4,4,4
9170,0,1,2,2,2,2,3,4,4,3,3
9171,0,1,2,2,3,4,4,4,4,4,3
9172,0,1,1,1,1,2,2,2,1,1,1
9173,0,1,1,2,3,3,3,3,3,2,3
9174,0,1,2,3,3,3,4,4,4,4,4
9175,0,1,1,2,3,3,4,4,4,4,3
9176,0,1,1,2,3,4,5,4,4,4,4
9177,0,1,1,1,1,1,0,1,1,1,1
9178,0,1,2,3,3,3,4,3,3,3,3
9179,0,1,2,3,4,4,4,4,4,4,3
9180,0,1,2,3,4,4,4,4,3,2,2
9181,0,1,2,3,3,4,4,3,3,3,2
9182,0,1,2,4,4,4,4,4,4,3,3
9183,0,1,1,3,3,3,4,4,4,3,3
9184,0,1,2,3,4,5,5,5,5,5,5
9185,0,1,2,3,3,4,4,4,3,3,3
9186,0,1,2,3,3,3,3,1,1,0,0
9187,0,1,1,1,3,3,4,4,3,3,4
9188,0,1,1,3,3,3,3,3,3,3,3
9189,0,1,1,2,3,3,3,3,2,1,1
9190,0,1,2,3,4,4,4,4,4,4,3
9191,0,1,1,2,3,3,4,3,3,3,2
9192,0,1,1,2,2,3,3,3,3,3,3
9193,0,1,1,1,3,3,3,4,4,4,4
9194,0,1,2,3,4,4,4,4,4,4,3
9195,0,1,1,2,3,2,3,2,3,3,3
9196,0,1,1,3,3,4,4,4,4,4,4
9197,0,1,2,2,1,2,3,2,2,1,1
9198,0,1,1,2,2,3,3,2,2,2,1
9199,0,1,1,2,2,3,4,3,3,2,1
9200,0,1,1,1,2,3,4,3,3,3,3
9201,0,1,1,3,4,4,4,4,4,3,3
9202,0,1,1,2,3,3,4,4,3,3,3
9203,0,1,1,1,2,2,3,2,2,2,2
9204,0,1,1,2,3,3,4,4,4,4,4
9205,0,1,2,4,4,5,5,4,3,3,3
9206,0,1,1,1,2,3,3,3,3,3,3
9207,0,1,2,3,4,4,4,4,4,4,4
9208,0,1,2,3,4,4,5,5,5,5,5
9209,0,1,1,3,3,4,5,4,4,4,3
9210,0,1,1,1,3,3,3,2,3,2,2
9211,0,1,1,2,3,3,3,3,3,2,2
9212,0,1,1,1,1,1,1,1,1,0,0
9213,0,1,1,2,2,3,4,4,4,4,4
9214,0,1,2,3,3,3,4,3,3,2,2
9215,0,1,1,2,3,4,4,4,4,3,3
9216,0,1,1,2,2,2,3,1,1,1,1
9217,0,1,1,1,2,3,3,3,2,3,1
9218,0,1,1,3,3,4,4,3,3,3,2
9219,0,1,2,3,4,4,4,4,4,4,4
9220,0,1,1,2,3,2,2,1,0,0,0
9221,0,1,2,3,2,2,3,4,3,3,2
9222,0,1,2,4,4,4,5,5,5,4,4
9223,0,1,1,1,2,3,2,2,2,2,2
9224,0,1,1,2,3,3,4,4,4,3,3
9225,0,1,1,1,1,2,3,3,3,2,2
9226,0,1,2,3,3,3,4,4,4,3,2
9227,0,1,1,2,3,3,3,4,4,4,4
9228,0,1,1,2,2,3,3,3,3,3,3
9229,0,1,1,2,3,4,5,4,4,4,4
9230,0,1,1,1,1,2,3,3,3,3,2
9231,0,1,1,2,3,3,3,3,3,2,1
9232,0,1,1,1,1,2,3,3,3,2,2
9233,0,1,1,3,4,4,5,5,5,5,4
9234,0,1,1,1,2,3,3,4,3,3,2
9235,0,1,1,1,2,2,3,2,2,1,1
9236,0,1,1,2,3,3,4,4,3,3,2
9237,0,1,1,2,3,3,3,3,2,2,2
9238,0,1,1,1,2,3,3,3,4,3,3
9239,0,1,1,3,3,3,4,3,3,3,2
9240,0,1,1,2,3,4,4,4,3,2,3
9241,0,1,1,1,2,3,4,4,3,2,2
9242,0,1,1,1,2,3,4,4,4,3,3
9243,0,1,1,2,3,4,4,4,3,3,3
9244,0,1,1,2,2,2,3,3,3,4,3
9245,0,1,1,2,3,4,4,4,4,4,4
9246,0,1,2,3,4,4,5,4,4,4,4
9247,0,1,1,2,2,4,4,3,4,3,3
9248,0,1,1,2,2,3,3,3,3,2,1
9249,0,1,2,3,4,4,4,4,5,4,4
9250,0,1,1,2,3,3,3,3,3,3,3
9251,0,1,1,2,2,2,2,2,1,1,1
9252,0,1,2,3,4,4,4,4,4,4,4
9253,0,1,1,2,3,3,3,3,3,3,1
9254,0,1,1,1,2,2,3,3,2,1,1
9255,0,1,1,1,2,1,2,2,1,1,0
9256,0,1,1,2,3,2,3,3,3,3,3
9257,0,1,1,2,3,3,4,3,3,3,3
9258,0,1,2,3,3,3,2,2,2,2,2
9259,0,1,1,2,3,3,3,2,3,3,3
9260,0,1,0,1,2,2,3,2,2,3,3
9261,0,1,1,2,3,4,4,4,3,3,2
9262,0,1,1,1,3,3,3,3,3,3,3
9263,0,1,1,2,3,3,4,4,4,3,3
9264,0,1,1,2,3,3,3,4,3,4,3
9265,0,1,2,3,4,4,5,4,4,4,4
9266,0,1,1,2,3,4,4,5,5,4,4
9267,0,1,2,3,3,2,3,3,3,2,2
9268,0,1,1,2,3,4,4,4,4,4,4
9269,0,1,1,2,3,3,3,3,3,2,2
9270,0,1,2,3,3,3,4,4,3,3,3
9271,0,1,1,3,3,4,4,4,4,3,3
9272,0,1,1,2,2,2,3,3,2,1,1
9273,0,1,1,1,2,3,3,2,2,2,1
9274,0,1,1,2,3,3,4,3,3,2,2
9275,0,1,2,3,4,5,5,5,5,4,4
9276,0,1,1,2,3,3,4,3,4,4,4
9277,0,1,1,3,4,4,4,4,3,3,2
9278,0,1,1,2,2,2,3,3,2,2,1
9279,0,1,1,2,3,3,4,4,4,4,3
9280,0,1,1,2,3,3,3,3,2,1,2
9281,0,1,1,2,3,4,4,4,4,4,4
9282,0,1,3,4,4,4,5,5,5,5,5
9283,0,1,2,3,3,3,4,4,3,3,3
9284,0,1,1,2,2,2,3,2,2,1,1
9285,0,1,1,2,3,3,3,3,2,2,2
9286,0,1,1,2,3,3,4,4,4,3,3
9287,0,1,1,2,4,4,5,4,4,4,3
9288,0,1,1,2,2,2,3,3,3,3,3
9289,0,1,1,2,3,3,4,4,3,3,3
9290,0,1,2,3,3,4,4,4,4,3,2
9291,0,1,1,1,2,3,4,4,4,3,2
9292,0,1,1,2,3,4,4,4,4,4,3
9293,0,1,2,3,3,4,5,4,5,4,4
9294,0,1,1,2,3,3,4,3,3,3,3
9295,0,1,1,1,2,2,3,3,3,3,2
9296,0,1,1,1,2,2,3,2,2,1,1
9297,0,1,3,4,4,5,5,5,4,4,4
9298,0,1,1,2,3,4,4,4,4,4,4
9299,0,1,1,1,2,3,3,3,3,3,3
9300,0,1,1,2,3,4,4,4,4,4,3
9301,0,1,2,2,4,4,5,4,4,4,4
9302,0,1,2,3,3,3,3,4,4,4,4
9303,0,1,1,3,3,4,4,4,4,4,4
9304,0,1,1,3,3,4,4,4,4,3,4
9305,0,1,1,3,3,4,4,4,4,3,3
9306,0,1,1,2,2,3,4,4,4,3,2
9307,0,1,3,3,4,4,4,4,4,4,3
9308,0,1,1,2,3,4,4,4,4,3,2
9309,0,1,1,1,2,1,3,3,3,3,2
9310,0,1,1,2,3,3,3,1,2,1,1
9311,0,1,1,2,3,3,4,2,2,1,0
9312,0,1,1,1,2,2,2,1,1,0,1
9313,0,1,2,3,4,5,5,5,5,4,4
9314,0,1,1,1,2,2,3,3,4,3,3
9315,0,1,1,3,3,3,4,2,1,2,1
9316,0,1,1,3,4,4,4,4,4,3,3
9317,0,1,1,2,3,3,4,4,3,3,3
9318,0,1,1,1,1,2,2,2,2,2,3
9319,0,1,1,1,2,3,3,4,4,3,3
9320,0,1,1,1,1,3,3,3,4,3,3
9321,0,1,2,3,3,4,4,3,3,3,3
9322,0,1,2,3,3,4,4,4,4,4,4
9323,0,1,1,1,2,2,3,3,2,2,1
9324,0,1,1,2,3,3,3,3,3,3,3
9325,0,1,1,2,3,3,4,4,4,4,4
9326,0,1,2,2,3,4,4,4,3,2,1
9327,0,1,2,3,3,3,4,3,3,4,2
9328,0,1,1,2,2,3,3,4,4,3,3
9329,0,1,2,2,2,1,1,1,1,1,1
9330,0,1,2,4,4,4,5,5,4,4,4
9331,0,1,2,3,4,4,4,4,3,4,2
9332,0,1,1,2,3,3,4,3,3,3,3
9333,0,1,1,2,2,3,4,4,3,3,3
9334,0,1,2,2,2,3,3,3,3,3,2
9335,0,1,1,2,3,3,4,3,3,2,2
9336,0,1,1,2,3,2,3,3,2,1,1
9337,0,1,1,1,2,2,3,2,1,1,1
9338,0,1,2,4,4,4,5,4,4,4,4
9339,0,1,2,2,2,3,4,4,4,3,2
9340,0,1,1,2,3,3,3,3,2,2,3
9341,0,1,2,2,3,3,4,4,4,3,2
9342,0,1,1,2,3,4,4,4,4,4,4
9343,0,1,1,1,2,3,3,3,2,3,3
9344,0,1,2,2,3,3,4,4,4,3,3
9345,0,1,1,2,3,3,4,3,3,2,1
9346,0,1,2,3,4,4,4,4,4,4,3
9347,0,1,2,3,3,3,4,4,4,3,3
9348,0,1,1,1,2,3,3,3,2,2,1
9349,0,1,1,2,3,3,3,3,3,2,1
9350,0,1,1,2,3,3,4,4,4,3,4
9351,0,1,2,3,3,3,3,3,3,2,2
9352,0,1,1,2,3,4,4,4,4,4,3
9353,0,1,1,1,1,1,2,2,2,1,1
9354,0,1,1,1,2,3,3,3,3,2,2
9355,0,1,1,2,3,4,4,4,4,4,4
9356,0,1,1,2,3,3,3,3,3,3,3
9357,0,1,1,2,3,4,4,3,3,3,3
9358,0,1,1,1,1,1,1,1,2,2,1
9359,0,1,2,2,4,4,4,4,4,4,4
9360,0,1,1,1,2,3,2,1,1,1,0
9361,0,1,3,3,4,5,5,5,5,5,4
9362,0,1,2,3,4,4,4,4,4,4,4
9363,0,1,2,3,3,4,4,4,4,4,4
9364,0,1,1,1,2,2,3,2,2,1,0
9365,0,1,1,2,4,4,4,4,5,5,4
9366,0,1,1,1,1,1,1,2,2,1,0
9367,0,1,1,2,3,4,4,3,3,2,3
9368,0,1,1,2,3,3,3,3,2,2,1
9369,0,1,2,3,4,4,4,4,4,3,3
9370,0,1,1,2,2,3,4,3,3,3,3
9371,0,1,1,3,3,2,3,3,3,2,1
9372,0,1,0,2,3,4,5,5,5,4,4
9373,0,1,1,2,2,2,2,3,3,3,2
9374,0,1,1,3,3,4,5,5,5,5,5
9375,0,1,1,3,4,4,4,4,4,4,4
9376,0,1,1,1,3,4,4,4,4,3,3
9377,0,1,1,3,3,4,4,4,4,3,3
9378,0,1,2,2,2,3,3,3,2,1,1
9379,0,1,1,2,2,2,2,1,2,2,2
9380,0,1,1,1,3,2,2,2,1,1,1
9381,0,1,2,3,4,5,5,4,4,4,3
9382,0,1,1,2,3,3,3,4,4,4,4
9383,0,1,1,3,3,4,4,5,5,4,4
9384,0,1,1,2,3,3,4,4,4,4,4
9385,0,1,1,2,3,3,3,3,3,3,4
9386,0,1,1,1,1,2,3,2,2,2,2
9387,0,1,2,3,3,3,3,3,3,3,2
9388,0,1,1,2,3,3,4,4,4,4,2
9389,0,1,1,2,2,4,4,4,4,3,3
9390,0,1,1,2,2,3,4,4,3,3,3
9391,0,1,1,1,2,2,2,2,2,2,1
9392,0,1,1,2,4,4,4,4,4,4,3
9393,0,1,1,2,3,4,4,4,4,4,4
9394,0,1,1,3,4,4,5,4,4,4,4
9395,0,1,1,2,3,4,5,5,4,4,4
9396,0,1,1,1,2,2,2,2,1,1,1
9397,0,1,2,2,3,3,3,3,2,1,1
9398,0,1,1,3,4,4,4,4,4,4,4
9399,0,1,2,3,3,3,4,4,3,3,3
9400,0,1,1,1,2,3,3,2,1,1,2
9401,0,1,1,2,3,3,4,4,4,4,4
9402,0,1,2,3,3,4,4,4,4,3,2
9403,0,1,2,2,2,4,4,4,4,3,3
9404,0,1,1,1,2,2,3,4,4,3,3
9405,0,1,2,3,3,3,3,3,3,2,2
9406,0,1,2,2,3,3,4,3,3,2,2
9407,0,1,1,1,2,2,3,3,3,3,2
9408,0,1,1,2,1,2,3,3,3,3,3
9409,0,1,1,2,2,4,5,5,5,4,4
9410,0,1,1,2,3,2,3,3,2,2,1
9411,0,1,2,3,4,4,4,5,4,5,4
9412,0,1,1,3,4,3,4,4,4,4,4
9413,0,1,2,3,3,3,3,3,3,3,2
9414,0,1,2,2,1,2,2,2,1,1,0
9415,0,1,2,3,2,2,2,2,2,1,1
9416,0,1,1,2,3,3,3,3,3,3,2
9417,0,1,1,2,3,3,4,3,3,2,2
9418,0,1,2,3,3,3,3,3,3,2,2
9419,0,1,1,3,4,5,5,5,5,5,4
9420,0,1,1,2,3,3,4,4,3,2,2
9421,0,1,1,2,3,3,3,3,3,2,2
9422,0,1,1,1,1,2,2,2,1,1,1
9423,0,1,1,2,3,4,4,4,4,3,2
9424,0,1,2,3,3,4,4,4,3,2,2
9425,0,1,1,2,3,2,2,2,1,1,0
9426,0,1,1,1,2,3,4,3,4,4,3
9427,0,1,1,2,2,3,3,2,2,1,1
9428,0,1,1,2,3,4,4,4,4,4,3
9429,0,1,1,2,1,1,3,2,2,3,2
9430,0,1,1,2,2,3,4,4,3,3,3
9431,0,1,1,2,3,3,3,3,3,2,3
9432,0,1,1,3,4,5,5,5,4,4,4
9433,0,1,1,2,2,3,4,3,3,3,3
9434,0,1,1,3,3,3,4,4,4,4,3
9435,0,1,2,2,4,4,4,4,4,4,3
9436,0,1,1,3,4,4,5,5,5,5,5
9437,0,1,1,1,2,3,4,3,4,3,2
9438,0,1,1,1,2,2,3,3,3,2,1
9439,0,1,1,1,2,3,3,3,3,3,3
9440,0,1,1,2,3,3,4,3,4,3,3
9441,0,1,1,2,3,2,3,3,2,2,2
9442,0,1,1,2,2,3,3,3,2,1,1
9443,0,1,2,3,4,4,4,4,4,4,3
9444,0,1,2,3,4,4,4,4,4,4,2
9445,0,1,1,1,3,4,4,4,4,4,3
9446,0,1,3,4,4,4,5,5,5,4,4
9447,0,1,1,2,2,2,3,3,4,3,3
9448,0,1,1,2,3,3,3,3,3,2,1
9449,0,1,2,3,3,3,3,3,2,1,1
9450,0,1,1,3,3,4,4,4,4,4,3
9451,0,1,1,2,2,1,1,1,2,1,1
9452,0,1,1,2,3,4,4,3,3,3,2
9453,0,1,1,2,3,3,3,3,3,3,3
9454,0,1,1,3,3,3,4,3,3,2,3
9455,0,1,1,2,2,4,4,4,4,3,3
9456,0,1,2,3,4,4,5,5,4,4,3
9457,0,1,1,3,3,3,4,4,4,3,3
9458,0,1,2,3,3,3,3,3,2,3,2
9459,0,1,1,2,2,2,3,2,2,1,1
9460,0,1,1,3,3,4,4,4,4,4,4
9461,0,1,1,2,3,3,3,3,3,2,2
9462,0,1,2,4,4,5,5,5,5,5,5
9463,0,1,1,2,2,3,3,3,2,1,1
9464,0,1,2,3,3,3,4,3,2,2,1
9465,0,1,1,3,4,4,5,5,4,4,3
9466,0,1,1,2,3,3,4,4,4,4,4
9467,0,1,2,3,3,3,4,3,3,2,2
9468,0,1,1,1,2,2,2,2,1,1,0
9469,0,1,2,3,3,4,4,5,4,4,4
9470,0,1,1,1,2,3,3,3,1,1,1
9471,0,1,2,4,4,5,5,5,5,5,4
9472,0,1,2,3,4,5,5,5,5,5,5
9473,0,1,2,3,4,5,5,5,5,4,4
9474,0,1,1,2,4,3,4,4,3,3,2
9475,0,1,2,2,3,4,4,4,4,3,3
9476,0,1,2,3,3,3,4,4,4,2,2
9477,0,1,1,2,3,3,4,4,4,4,3
9478,0,1,1,3,3,3,3,3,3,3,2
9479,0,1,0,1,2,1,1,1,0,1,0
9480,0,1,2,3,3,4,4,4,4,3,3
9481,0,1,1,1,3,4,4,4,3,3,3
9482,0,1,1,3,3,3,4,4,4,4,3
9483,0,1,1,2,3,3,4,3,3,3,2
9484,0,1,1,2,3,3,4,4,3,3,3
9485,0,1,1,1,1,1,2,2,2,1,1
9486,0,1,2,2,3,3,4,4,4,3,3
9487,0,1,1,3,4,5,5,5,5,5,5
9488,0,1,2,3,3,4,4,4,4,4,3
9489,0,1,1,2,3,5,5,4,4,4,4
9490,0,1,1,1,1,2,3,2,2,1,2
